time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,9.0,97,21723.59,34.2,5.74,83
1,0.1,65,19645.68,36.4,7.26,62
2,-3.6,66,20734.75,11.4,7.88,64
3,-2.9,94,0.0,23.2,1.51,78
4,-6.6,68,30737.08,23.8,10.69,62
5,-3.6,64,2785.85,17.1,5.36,73
6,-2.6,83,0.0,16.5,3.92,55
7,-6.2,65,29582.85,26.2,10.24,63
8,-5.1,62,31173.69,23.6,10.95,62
9,-2.6,73,29402.8,17.6,10.48,84
10,0.9,95,1587.96,18.8,3.42,54
11,2.7,100,0.0,10.5,2.31,60
12,8.7,100,0.0,21.2,2.04,59
13,6.1,99,0.0,15.7,2.79,69
14,5.2,100,12562.4,13.0,6.15,81
15,3.3,97,0.0,28.8,1.81,72
16,2.8,93,20462.39,27.6,6.68,46
17,0.3,89,27167.11,12.1,8.88,57
18,2.1,92,4465.43,11.2,4.82,72
19,2.2,98,25431.87,19.8,8.46,85
20,3.7,97,1934.06,22.6,2.74,78
21,1.0,75,33202.82,24.2,12.09,82
22,0.8,72,33347.93,14.8,12.44,63
23,0.8,70,33495.36,28.2,12.58,69
24,-0.4,65,33644.91,19.1,12.63,47
25,1.5,75,33796.36,12.7,12.62,61
26,2.0,91,33949.55,10.5,12.52,81
27,5.1,97,28484.15,14.9,10.66,72
28,8.2,93,19513.34,16.6,8.46,67
29,6.7,97,841.28,15.6,6.16,69
30,3.9,91,26128.83,11.3,11.68,51
31,0.8,94,14399.59,25.6,7.02,66
32,-2.0,82,34817.17,25.7,14.97,76
33,-1.1,75,29321.77,22.3,12.6,84
34,1.2,78,34990.02,31.2,14.84,53
35,-1.1,94,25808.47,21.7,12.4,84
36,-2.0,74,35231.79,29.4,15.31,80
37,-0.4,76,35370.6,20.8,15.61,74
38,-2.8,78,35468.09,13.1,15.62,62
39,-1.2,88,31214.94,15.0,11.09,76
40,0.9,99,31299.21,19.8,13.31,91
41,4.4,100,5436.31,12.8,6.24,64
42,2.2,94,27401.0,21.4,13.0,87
43,-2.3,84,36328.67,16.2,16.5,100
44,3.3,95,35855.85,13.5,13.94,81
45,7.6,100,32349.14,26.1,14.37,46
46,13.5,96,2666.25,34.2,5.98,62
47,0.9,75,30880.12,30.7,12.62,76
48,0.7,77,36757.05,20.3,16.78,84
49,6.5,99,0.0,26.5,2.14,62
