time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,-7.2,87,34878.22,10.3,15.7,0
1,-6.3,84,27691.06,8.5,14.01,56
2,-0.7,88,35139.75,23.5,16.01,0
3,2.0,94,35196.58,18.1,15.44,0
4,3.0,93,35776.9,18.4,15.63,0
5,0.2,89,35706.38,20.2,14.64,0
6,0.7,77,36246.07,15.7,15.72,100
7,2.2,75,36357.34,21.2,16.89,94
8,5.5,57,36662.49,22.9,17.01,48
9,7.7,73,36779.05,35.5,16.4,54
10,-0.1,80,25245.17,29.3,10.98,0
11,-0.6,88,37116.27,15.2,17.42,72
12,2.4,87,37498.72,12.3,17.73,47
13,3.6,86,37580.0,15.3,17.69,0
14,5.8,83,37647.93,32.8,17.94,45
15,4.5,66,36943.5,26.8,14.14,0
16,1.1,68,34121.08,18.3,15.9,0
17,0.6,92,30214.15,12.3,15.7,0
18,3.3,91,36616.79,16.9,17.44,0
19,1.6,86,22555.05,17.8,12.13,68
20,-1.2,84,1905.95,14.8,7.71,0
21,0.2,81,38349.84,7.4,19.77,51
22,3.6,82,38579.8,10.5,19.9,0
23,4.5,85,33287.32,12.3,14.9,0
24,5.4,86,34400.66,16.2,13.96,0
25,4.4,100,29146.38,18.7,12.82,64
26,0.3,100,0.0,24.7,8.19,0
27,-0.6,98,33655.74,16.3,19.44,0
28,-3.9,94,39669.19,11.9,20.16,0
29,-0.2,94,36801.68,9.0,19.86,0
30,-1.2,95,40314.48,9.2,21.33,49
31,2.4,91,40533.7,9.3,21.26,0
32,2.6,94,40693.04,11.3,21.15,53
33,6.0,85,40852.29,21.7,21.62,0
34,6.6,87,38688.61,16.2,21.29,0
35,5.7,89,41170.07,16.6,19.83,0
36,3.2,90,32916.67,30.2,16.55,0
37,-3.7,83,23900.06,14.6,16.07,0
38,-2.9,85,39174.05,11.6,21.69,55
39,1.1,86,39429.49,11.2,22.66,0
40,3.0,86,41441.1,15.6,22.28,0
41,3.7,98,29079.8,17.2,17.91,0
42,4.7,99,42261.12,16.0,21.45,0
43,5.9,99,40575.43,14.7,21.16,0
44,4.8,100,33251.7,18.2,17.2,0
45,5.2,97,42719.7,15.9,23.67,0
46,10.0,70,42830.14,14.4,22.34,0
47,9.7,84,42922.2,15.5,24.24,0
48,12.0,78,42833.48,31.2,23.89,0
49,6.4,53,11909.34,75.6,10.46,0
