time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,12.9,68,38717.93,22.7,19.28,66
1,12.5,92,38579.52,13.1,18.87,0
2,16.2,68,34836.36,12.6,15.41,0
3,15.4,90,38301.59,11.1,18.85,0
4,15.2,94,161.17,11.4,6.48,0
5,18.5,100,36644.9,16.0,14.29,0
6,19.0,95,22012.59,15.7,9.58,99
7,17.4,96,31290.36,24.8,14.98,0
8,13.0,77,574.91,18.1,4.69,0
9,11.1,81,0.0,19.8,5.15,0
10,12.3,94,25768.76,7.6,10.39,0
11,13.5,95,37190.16,12.6,16.95,0
12,17.0,78,33453.04,27.9,13.33,49
13,16.1,95,36916.71,23.7,16.14,63
14,16.2,92,36781.27,24.0,16.65,0
15,14.4,89,36646.86,9.5,16.87,0
16,14.5,93,33520.49,10.6,14.57,0
17,18.3,68,27509.55,13.4,12.58,0
18,18.9,68,36250.38,15.1,15.67,49
19,21.1,88,33823.41,19.5,12.92,0
20,22.3,91,20278.64,18.2,7.85,0
21,22.6,92,32120.25,8.6,13.09,72
22,21.4,99,16917.72,16.2,6.59,60
23,8.9,93,0.0,17.4,2.58,0
24,4.7,80,35464.3,21.7,15.98,47
25,3.9,73,35334.63,14.4,15.7,60
26,6.7,100,35018.04,11.9,15.18,0
27,9.5,60,35077.64,14.0,15.13,41
28,12.7,81,34906.8,11.4,14.35,0
29,13.7,97,34460.81,10.3,14.16,94
30,16.5,86,34127.95,18.1,13.75,80
31,19.0,87,29761.41,15.2,9.98,0
32,20.9,90,33689.01,24.9,13.41,0
33,18.1,93,220.45,17.7,3.09,0
34,12.2,96,23786.43,14.8,10.5,76
35,11.0,87,33267.75,13.6,13.69,45
36,10.8,76,32865.27,10.5,12.23,67
37,11.4,91,32498.49,11.6,13.01,49
38,11.5,79,28940.4,11.8,10.99,52
39,13.4,72,21746.9,12.8,10.23,0
40,16.8,80,32602.67,16.2,12.05,56
41,16.6,98,7495.29,16.1,4.22,100
42,11.3,96,31057.21,14.3,10.06,62
43,8.4,87,32477.99,10.7,12.52,60
44,13.3,91,26994.9,23.3,8.99,0
45,13.4,98,17476.31,19.8,7.01,0
46,7.5,89,1020.81,14.8,4.86,60
47,6.1,100,32483.58,9.7,12.19,71
48,8.5,98,32368.43,15.4,11.3,56
49,6.6,92,32305.04,11.5,11.05,71
