time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,21.8,94,2298.69,15.3,6.96,0
1,21.5,90,32135.22,18.2,19.04,0
2,20.1,96,42630.39,22.4,20.83,0
3,20.2,97,35209.09,14.5,17.09,0
4,21.3,95,31771.95,17.6,19.25,100
5,21.4,100,38806.04,16.3,22.47,0
6,24.2,100,42303.55,21.6,22.92,0
7,26.6,86,36643.15,25.3,21.3,0
8,25.9,76,31805.72,21.6,18.22,0
9,25.4,81,31903.22,14.0,16.65,0
10,22.9,100,41974.92,16.5,23.19,0
11,21.1,96,28089.35,15.5,18.56,0
12,20.5,92,41811.72,19.1,20.88,0
13,20.1,97,27329.92,21.5,17.32,69
14,20.3,90,26967.23,18.4,16.71,0
15,20.1,87,21584.51,16.0,12.83,0
16,20.4,96,41338.28,16.8,19.57,94
17,19.6,97,41124.61,19.6,20.37,0
18,20.0,91,40823.04,18.2,19.0,0
19,19.0,92,24708.63,15.7,12.49,0
20,19.3,91,27019.96,17.9,15.76,0
21,19.8,99,33610.11,17.4,19.57,70
22,19.4,100,34004.94,19.5,20.21,0
23,19.1,100,32914.83,19.2,19.13,70
24,20.2,96,39720.07,19.6,20.84,0
25,20.7,99,34585.27,16.0,18.21,0
26,19.4,100,32549.5,16.9,17.92,0
27,19.7,94,28945.07,17.9,16.09,0
28,17.9,90,31462.59,23.1,12.72,0
29,16.4,95,38466.78,13.2,15.27,0
30,16.5,94,38858.0,16.5,18.94,0
31,19.8,92,38812.71,17.9,18.78,0
32,23.6,61,38767.0,15.5,18.9,0
33,25.0,58,38720.86,16.9,18.91,0
34,25.4,55,38674.34,13.7,18.84,67
35,24.4,83,38627.41,15.0,18.37,0
36,23.1,85,38580.1,17.0,17.41,0
37,19.9,100,36380.33,15.1,16.0,0
38,18.7,100,36000.0,15.8,15.83,0
39,20.1,92,37301.35,29.5,17.13,0
40,19.4,84,37361.95,16.6,17.59,71
41,19.9,95,38150.61,18.4,16.19,0
42,19.9,96,37199.71,17.2,16.68,0
43,23.8,66,37893.52,16.2,16.86,0
44,21.9,86,37765.41,12.5,16.63,0
45,20.6,100,35915.08,15.1,15.52,0
46,21.8,88,37510.57,13.2,16.57,0
47,22.8,98,37311.48,17.4,15.96,0
48,23.0,84,36968.38,17.4,15.72,0
49,21.5,94,37010.05,18.4,15.87,0
