time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,17.9,90,31462.59,23.1,12.72,0
1,16.4,95,38466.78,13.2,15.27,0
2,16.5,94,38858.0,16.5,18.94,0
3,19.8,92,38812.71,17.9,18.78,0
4,23.6,61,38767.0,15.5,18.9,0
5,25.0,58,38720.86,16.9,18.91,0
6,25.4,55,38674.34,13.7,18.84,0
7,24.4,83,38627.41,15.0,18.37,0
8,23.1,85,38580.1,17.0,17.41,0
9,19.9,100,36380.33,15.1,16.0,0
10,18.7,100,36000.0,15.8,15.83,0
11,20.1,92,37301.35,29.5,17.13,0
12,19.4,84,37361.95,16.6,17.59,0
13,19.9,95,38150.61,18.4,16.19,0
14,19.9,96,37199.71,17.2,16.68,0
15,23.8,66,37893.52,16.2,16.86,0
16,21.9,86,37765.41,12.5,16.63,0
17,20.6,100,35915.08,15.1,15.52,0
18,21.8,88,37510.57,13.2,16.57,95
19,22.8,98,37311.48,17.4,15.96,0
20,23.0,84,36968.38,17.4,15.72,0
21,21.5,94,37010.05,18.4,15.87,0
22,18.2,100,31534.74,16.6,14.05,57
23,19.2,93,35374.55,14.6,13.34,76
24,18.0,96,34750.16,16.8,14.46,0
25,18.6,93,24349.48,13.6,8.79,0
26,18.2,97,34864.3,15.4,14.35,0
27,17.6,93,34904.12,17.7,13.46,54
28,16.1,98,33451.51,21.2,13.54,0
29,17.3,64,35877.21,12.9,16.27,0
30,16.3,26,35795.72,16.4,16.12,0
31,17.9,26,35610.26,15.4,15.85,0
32,19.1,30,35329.2,16.3,15.63,0
33,20.5,31,35254.12,16.3,15.42,0
34,20.0,99,35084.15,15.5,15.28,0
35,19.3,96,34920.07,15.9,14.22,0
36,18.2,95,34586.26,14.1,14.39,0
37,17.0,99,34441.95,17.3,14.0,0
38,17.9,98,31474.44,19.1,11.64,0
39,16.7,58,34407.81,16.5,14.72,0
40,16.5,39,34348.91,20.2,15.03,100
41,15.7,31,34290.36,13.0,13.19,0
42,17.3,36,34166.78,13.1,14.57,54
43,18.5,33,33856.68,12.1,14.51,54
44,17.7,60,33191.53,14.1,12.19,0
45,19.2,40,33903.54,14.0,14.09,0
46,15.9,95,5804.03,24.7,4.42,0
47,16.7,97,32091.23,11.4,12.09,74
48,16.8,97,33366.04,15.4,13.02,0
49,16.9,98,29648.62,11.7,9.93,75
